명사,분류
coat,일반명사
Hagrid,일반명사
Harry,인물
owl,일반명사
Pay,일반명사
Hagrid,인물
sofa,일반명사
fer,일반명사
deliverin,일반명사
paper,일반명사
Hagrid,인물
coat,일반명사
nothing,일반명사
pockets,일반명사
bunches,일반명사
keys,일반명사
pellets,일반명사
balls,일반명사
string,일반명사
peppermint,일반명사
humbugs,일반명사
teabags,일반명사
Harry,인물
handful,일반명사
coins,일반명사
Give,일반명사
Knuts,일반명사
Hagrid,인물
Knuts,인물
Harry,인물
bronze,일반명사
coins,일반명사
owl,일반명사
leg,일반명사
Harry,인물
money,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
window,일반명사
Hagrid,인물
Harry,인물
lots,일반명사
today,일반명사
ter,일반명사
London,지명(국가/도시)
yer,일반명사
stuff,일반명사
Harry,인물
wizard,일반명사
coins,일반명사
something,일반명사
balloon,일반명사
puncture,일반명사
Urn,기관/단체
Hagrid,일반명사
Mm,일반명사
Hagrid,인물
boots,일반명사
money,일반명사
Uncle Vernon,인물
night,일반명사
pay,일반명사
Don,일반명사
worry,일반명사
Hagrid,인물
head,일반명사
yeh,일반명사
yer,일반명사
parents,일반명사
anything,일반명사
house,일반명사
gold,일반명사
house,일반명사
Nah,일반명사
fer,일반명사
Gringotts,인물
Wizards,인물
bank,일반명사
sausage,일반명사
teh,일반명사
bit,일반명사
yer,일반명사
birthday,일반명사
cake,일반명사
Wizards,일반명사
banks,일반명사
Just,일반명사
one,일반명사
Gringotts,인물
Harry,인물
bit,일반명사
sausage,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Goblins,인물
Yeah,일반명사
ter,일반명사
rob,일반명사
yeh,일반명사
Never,일반명사
mess,일반명사
goblins,일반명사
Harry,인물
Gringotts,인물
place,일반명사
world,일반명사
fer,일반명사
anything,일반명사
Hogwarts,일반명사
matter,일반명사
fact,일반명사
visit,일반명사
Gringotts,인물
Fer Dumbledore,인물
Hogwarts,인물
Hagrid,인물
ter,일반명사
stuff,일반명사
fer,일반명사
Fetchin,인물
things,일반명사
Gringotts,인물
Got,인물
Come,일반명사
Harry,인물
Hagrid,인물
rock,일반명사
sky,일반명사
sea,일반명사
sunlight,일반명사
boat,일반명사
Uncle Vernon,인물
lot,일반명사
water,일반명사
bottom,일반명사
storm,일반명사
Harry,인물
boat,일반명사
Flew,인물
Hagrid,인물
Flew,인물
Yeah,일반명사
ter,일반명사
use,일반명사
magic,일반명사
boat,일반명사
Harry,인물
Hagrid,지명(국가/도시)
shame,일반명사
ter,일반명사
row,일반명사
Hagrid,인물
Harry,인물
looks,일반명사
er,일반명사
speed,일반명사
things,일반명사
bit,일반명사
mind,일반명사
Hogwarts,기관/단체
course,일반명사
Harry,인물
magic,일반명사
Hagrid,인물
pink,일반명사
umbrella,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
side,일반명사
boat,일반명사
land,일반명사
Gringotts,인물
Harry,인물
Spells,인물
enchantments,일반명사
Hagrid,인물
newspaper,일반명사
dragons,일반명사
vaults,일반명사
yeh,일반명사
way,일반명사
Gringotts,일반명사
hundreds,일반명사
miles,일반명사
London,지명(국가/도시)
Deep,인물
Underground,일반명사
Yeh,인물
die,일반명사
hunger,일반명사
tryin,일반명사
ter,일반명사
get,일반명사
yeh,일반명사
ter,일반명사
hands,일반명사
Harry,인물
while,일반명사
Hagrid,인물
newspaper,일반명사
Daily Prophet Harry,기관/단체
Uncle Vernon,인물
people,일반명사
questions,일반명사
life,일반명사
Ministry,기관/단체
Magic,인물
messin,일반명사
things,일반명사
Hagrid,인물
page,일반명사
Ministry,기관/단체
Magic,지명(국가/도시)
Harry,인물
Course,일반명사
Hagrid,인물
Dumbledore,지명(국가/도시)
fer,일반명사
Minister,일반명사
course,일반명사
Hogwarts,일반명사
Cornelius Fudge,인물
job,일반명사
Bungler,인물
morning,일반명사
Ministry,기관/단체
Magic,지명(국가/도시)
Well,일반명사
job,일반명사
Muggles,기관/단체
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Blimey,일반명사
Harry,인물
everyone,일반명사
solutions,일반명사
problems,일반명사
Nah,인물
moment,일반명사
boat,일반명사
harbor,일반명사
wall,일반명사
Hagrid,인물
newspaper,일반명사
stone,일반명사
street,일반명사
Passersby,인물
lot,일반명사
Hagrid,기관/단체
town,일반명사
station,일반명사
Harry,인물
Hagrid,인물
anyone,일반명사
things,일반명사
meters,일반명사
See,일반명사
Harry,인물
Things,일반명사
Muggles,일반명사
dream,일반명사
Hagrid,일반명사
Harry,인물
bit,일반명사
dragons,일반명사
Gringotts,기관/단체
Well,일반명사
Hagrid,인물
Crikey,인물
Wanted,일반명사
kid,일반명사
station,일반명사
train,일반명사
London,지명(국가/도시)
minutes,일반명사
time,일반명사
Hagrid,인물
understand,일반명사
Muggle,일반명사
money,일반명사
bills,일반명사
Harry,인물
tickets,일반명사
People,일반명사
train,일반명사
Hagrid,인물
seats,일반명사
circus,일반명사
tent,일반명사
letter,일반명사
Harry,인물
stitches,일반명사
Harry,인물
parchment,일반명사
envelope,일반명사
pocket,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Good,일반명사
Hagrid,인물
list,일반명사
everything,일반명사
yeh,일반명사
Harry,인물
piece,일반명사
paper,일반명사
night,일반명사
read,일반명사
HOGWARTS,기관/단체
SCHOOL,기관/단체
WIZARDRY,기관/단체
UNIFORM,일반명사
students,일반명사
sets,일반명사
plain,일반명사
work,일반명사
robes,일반명사
plain,일반명사
day,일반명사
pair,일반명사
gloves,일반명사
hide,일반명사
winter,일반명사
cloak,일반명사
fastenings,일반명사
Please,일반명사
pupils,일반명사
clothes,일반명사
name,일반명사
COURSE,기관/단체
BOOKS,기관/단체
All,일반명사
students,일반명사
copy,일반명사
following,일반명사
Standard Book,기관/단체
Spells,지명(국가/도시)
Grade,일반명사
Miranda Goshawk,인물
History,일반명사
Magic,지명(국가/도시)
Bathilda Bagshot Magical,인물
Theory,일반명사
Adalbert,인물
Beginners,일반명사
Guide,일반명사
Transfiguration,일반명사
Emeric Switch Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Thousand,일반명사
Magical Herbs,인물
Fungi,인물
Phyllida Spore Magical Drafts,인물
Potions,인물
Arsenius Jigger Fantastic Beasts,인물
Where,일반명사
Them,일반명사
Newt,기관/단체
Scamander,일반명사
Dark,기관/단체
Forces,일반명사
Guide,일반명사
Quentin Trimble,인물
OTHER,일반명사
EQUIPMENT,일반명사
wand,일반명사
cauldron,일반명사
pewter,일반명사
size,일반명사
glass,일반명사
crystal,일반명사
phials,일반명사
telescope,일반명사
set,일반명사
brass,일반명사
Students,일반명사
owl,일반명사
cat,일반명사
toad,일반명사
PARENTS,기관/단체
ARE,일반명사
REMINDED,일반명사
THAT,일반명사
FIRST,일반명사
YEARS,일반명사
ARE,일반명사
NOT,일반명사
ALLOWED,일반명사
THEIR,일반명사
OWN,일반명사
BROOMSTICKS,기관/단체
London,지명(국가/도시)
Harry,인물
yeh,일반명사
Hagrid,인물
Harry,인물
London,지명(국가/도시)
Hagrid,인물
way,일반명사
ticket,일반명사
barrier,일반명사
Underground,일반명사
seats,일반명사
trains,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Muggles,지명(국가/도시)
manage,일반명사
magic,일반명사
escalator,일반명사
road,일반명사
shops,일반명사
Hagrid,인물
Harry,인물
book,일반명사
shops,일반명사
music,일반명사
stores,일반명사
hamburger,일반명사
restaurants,일반명사
cinemas,일반명사
wand,일반명사
street,일반명사
people,일반명사
piles,일반명사
wizard,일반명사
gold,일반명사
miles,일반명사
shops,일반명사
spell,일반명사
books,일반명사
broomsticks,일반명사
Might,일반명사
joke,일반명사
Dursleys,기관/단체
Harry,인물
Dursleys,기관/단체
sense,일반명사
humor,일반명사
everything,일반명사
Hagrid,인물
Harry,인물
help,일반명사
Hagrid,인물
halt,일반명사
Leaky Cauldron,기관/단체
pub,일반명사
Hagrid,인물
Harry,인물
people,일반명사
didn,일반명사
glance,일반명사
eyes,일반명사
book,일반명사
shop,일반명사
side,일반명사
record,일반명사
shop,일반명사
Leaky Cauldron,기관/단체
fact,일반명사
Harry,인물
feeling,일반명사
Hagrid,인물
Hagrid,인물
place,일반명사
shabby,일반명사
women,일반명사
corner,일반명사
glasses,일반명사
sherry,일반명사
pipe,일반명사
man,일반명사
hat,일반명사
bartender,일반명사
toothless,일반명사
walnut,일반명사
buzz,일반명사
chatter,일반명사
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Everyone,일반명사
Hagrid,지명(국가/도시)
bartender,일반명사
glass,일반명사
Hagrid,인물
Can,일반명사
Tom,인물
Hogwarts,지명(국가/도시)
business,일반명사
Hagrid,인물
hand,일반명사
Harry,인물
shoulder,일반명사
Harry,인물
knees,일반명사
Good Lord,인물
bartender,일반명사
Harry,기관/단체
Leaky Cauldron,기관/단체
Bless,일반명사
soul,일반명사
bartender,일반명사
Harry Potter,인물
bar,일반명사
Harry,인물
hand,일반명사
tears,일반명사
eyes,일반명사
Welcome,인물
Mr. Potter,인물
Harry,인물
Everyone,일반명사
woman,일반명사
pipe,일반명사
Hagrid,인물
scraping,일반명사
chairs,일반명사
moment,일반명사
Harry,인물
hands,일반명사
everyone,일반명사
Leaky Cauldron,기관/단체
Doris Crockford,인물
Mr. Potter,인물
meeting,일반명사
So,일반명사
Mr. Potter,인물
Always,인물
hand,일반명사
Page,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Delighted,일반명사
Mr. Potter,인물
tell,일반명사
Diggle,인물
name,일반명사
Dedalus,인물
Harry,인물
Dedalus Diggle,인물
hat,일반명사
excitement,일반명사
Dedalus Diggle,인물
everyone,일반명사
Did,일반명사
Harry,인물
hands,일반명사
Doris Crockford,인물
man,일반명사
way,일반명사
eyes,일반명사
Professor,일반명사
Quirrell,일반명사
Hagrid,인물
Harry,인물
Professor Quirrell,인물
teachers,일반명사
Professor Quirrell,인물
Harry,인물
hand,일반명사
sort,일반명사
magic,일반명사
Professor Quirrell,인물
Against,일반명사
Arts,일반명사
Professor Quirrell,인물
equipment,일반명사
book,일반명사
vampires,일반명사
others,일반명사
let,일반명사
Professor,일반명사
Quirrell,일반명사
Harry,인물
minutes,일반명사
Hagrid,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Must,일반명사
lots,일반명사
Come,일반명사
Doris Crockford,인물
shook,일반명사
Harry,인물
hand,일반명사
time,일반명사
Hagrid,인물
bar,일반명사
courtyard,일반명사
nothing,일반명사
trash,일반명사
weeds,일반명사
Hagrid,인물
Harry,기관/단체
yeh,일반명사
didn,일반명사
yeh,일반명사
Professor,일반명사
Quirrell,인물
ter,일반명사
meet,일반명사
mind,일반명사
Oh,일반명사
yeah,일반명사
Poor,인물
Brilliant,일반명사
mind,일반명사
outta,일반명사
books,일반명사
year,일반명사
ter,일반명사
firsthand,일반명사
experience,일반명사
vampires,일반명사
Black Forest,기관/단체
bit,일반명사
trouble,일반명사
hag,일반명사
Scared,일반명사
students,일반명사
Vampires,일반명사
Hags,일반명사
Harry,인물
head,일반명사
Hagrid,인물
bricks,일반명사
wall,일반명사
trash,일반명사
Right,인물
wall,일반명사
times,일반명사
point,일반명사
umbrella,일반명사
brick,일반명사
middle,일반명사
hole,일반명사
Hagrid,지명(국가/도시)
archway,일반명사
street,일반명사
sight,일반명사
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
Welcome,일반명사
Hagrid,인물
Diagon,인물
Harry,기관/단체
amazement,일반명사
archway,일반명사
Harry,인물
shoulder,일반명사
archway,일반명사
wall,일반명사
sun,일반명사
shone,일반명사
stack,일반명사
cauldrons,일반명사
shop,일반명사
Cauldrons,일반명사
Sizes,일반명사
Copper,일반명사
Brass,인물
Pewter,인물
Silver,인물
Collapsible,일반명사
sign,일반명사
hanging,일반명사
Hagrid,인물
money,일반명사
Harry,인물
eyes,일반명사
head,일반명사
direction,일반명사
street,일반명사
everything,일반명사
shops,일반명사
things,일반명사
people,일반명사
shopping,일반명사
woman,일반명사
Apothecary,일반명사
head,일반명사
Dragon,일반명사
liver,일반명사
Sickles,일반명사
ounce,일반명사
dark,일반명사
shop,일반명사
sign,일반명사
Eeylops Owl Emporium,인물
Tawny,일반명사
Screech,지명(국가/도시)
Barn,인물
Brown,인물
Snowy,인물
boys,일반명사
Harry,인물
age,일반명사
noses,일반명사
window,일반명사
broomsticks,일반명사
Look,일반명사
Harry,인물
Nimbus,일반명사
Thousand,지명(국가/도시)
shops,일반명사
robes,일반명사
shops,일반명사
telescopes,일반명사
silver,일반명사
instruments,일반명사
Harry,인물
windows,일반명사
barrels,일반명사
bat,일반명사
spleens,일반명사
eels,일반명사
eyes,일반명사
piles,일반명사
spell,일반명사
books,일반명사
quills,일반명사
rolls,일반명사
parchment,일반명사
potion,일반명사
bottles,일반명사
globes,일반명사
moon,일반명사
Gringotts,일반명사
Hagrid,인물
Page,인물
Harry Potter,인물
Philosophers Stone,기관/단체
Rowling,일반명사
building,일반명사
shops,일반명사
bronze,일반명사
doors,일반명사
uniform,일반명사
scarlet,일반명사
gold,일반명사
Yeah,일반명사
